Benchmark,Collection,Tag,Buggy?,Correct Result?,Time(s),RunTime Error,Category,Notes,Pipeline
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/curated_mutants/maybe/ladder8.sh_Pseq-10-head-_e7f492c48036519c8b5c081b00020a8c_M0.sh,full_benchmark/curated_mutants/maybe,,True,True,0.01s,,input to cmd that expects none,,head -3 | seq 10 | xargs -n 1 expr 2 +
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/curated_mutants/maybe/ladder8.sh_Pseq-10-head-_e7f492c48036519c8b5c081b00020a8c_M3.sh,full_benchmark/curated_mutants/maybe,can be improved with FST,True,False,0.05s,,needs whole-stream annotation for number of lines,with output annotations,seq 10 | xargs -n 1 expr 2 +
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/curated_mutants/maybe/ladder8.sh_Pseq-10-head-_e7f492c48036519c8b5c081b00020a8c_M4.sh,full_benchmark/curated_mutants/maybe,,True,True,0.07s,,ANN'd with output annotations,,seq 10 | head -3
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/curated_mutants/maybe/ladder8.sh_Pseq-10-head-_e7f492c48036519c8b5c081b00020a8c_M8.sh,full_benchmark/curated_mutants/maybe,,True,True,0.13s,,ANN'd with output annotations,,seq 10 | head | xargs -n 1 expr 2 +
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_106_gold2.sh,full_benchmark/intercode/pipelines,,False,True,0.03s,,,,"find /workspace -name ""*.txt"" | xargs ls -ld"
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_108_gold2.sh,full_benchmark/intercode/pipelines,,False,True,0.04s,,,,find /workspace -type f -atime -1 -print0 | xargs -0 -I {} mv {} /
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_10_gold1.sh,full_benchmark/intercode/pipelines,,False,True,0.03s,,,,"find /testbed -name ""*.txt"" -print0 | xargs -0 wc -w | awk ""$1 < 6 {v += $1; c++} END {print v/c}"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_10_gold2.sh,full_benchmark/intercode/pipelines,,False,True,0.03s,,,,"find /testbed -name ""*.txt"" -print0 | xargs -0 wc -w | awk ""$1 < 6 {v += $1; c++} END {print v/c, \""words\""}"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_111_gold1.sh,full_benchmark/intercode/pipelines,,False,True,0.04s,,,,"tac /workspace/dir1/long.txt | awk ""NF{print $NF; exit}"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_112_gold1.sh,full_benchmark/intercode/pipelines,,False,True,0.06s,,,,du -a /workspace | sort -nr | head -n 3
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_112_gold2.sh,full_benchmark/intercode/pipelines,,False,True,0.05s,,,,find /workspace -exec du -h {} + | sort -rh | head -n 3
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_114_gold1.sh,full_benchmark/intercode/pipelines,,False,True,0.04s,,,,"tac /workspace/dir1/a.txt | grep -m 1 ""."""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_114_gold2.sh,full_benchmark/intercode/pipelines,,False,True,0.04s,,,,"awk ""NF"" /workspace/dir1/a.txt | tail -n 1"
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_117_gold1.sh,full_benchmark/intercode/pipelines,need very detailed annotation,False,False,0.06s,,unsupported command: awk,,"find /workspace -type f | awk -F/ ""{print NF, $0}"" | sort -n"
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_117_gold2.sh,full_benchmark/intercode/pipelines,need very detailed annotation,False,False,0.03s,,unsupported command: awk,,"find /workspace -type f | awk -F/ ""{print NF, $0}"" | sort -n | cut -d"" "" -f2-"
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_118_gold1.sh,full_benchmark/intercode/pipelines,need very detailed annotation,False,False,0.03s,,unsupported options/flags/operands - about find,,find /workspace -type f -size +1k -exec ls -ls {} + | sort -n | tail -1
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_118_gold2.sh,full_benchmark/intercode/pipelines,,False,True,0.05s,,,,find /workspace -type f -size +1k -exec ls -lh {} + | sort -k 5 -rh | head -n 1
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_11_gold1.sh,full_benchmark/intercode/pipelines,,False,True,0.02s,,,,"find /testbed -path ""*FooBar*"" -print0 | xargs -0 -I{} cp -r {} /testbed/dir3/subdir1/subsubdir1/tmp"
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_11_gold2.sh,full_benchmark/intercode/pipelines,,False,True,0.02s,,,,"find /testbed -path ""*FooBar*"" -print0 | xargs -0 -I{} cp -R {} /testbed/dir3/subdir1/subsubdir1/tmp"
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_121_gold1.sh,full_benchmark/intercode/pipelines,,False,True,0.07s,,,,"find /workspace -type f | awk -F/ ""{print $NF}"" | sort -f | uniq -i -d"
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_121_gold2.sh,full_benchmark/intercode/pipelines,,False,True,0.09s,,,,"find /workspace -type f | awk -F/ ""{print tolower($NF)}"" | sort | uniq -d"
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_122_gold1.sh,full_benchmark/intercode/pipelines,,False,True,0.04s,,,,find /workspace -name old2.txt | xargs ls -tl
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_122_gold2.sh,full_benchmark/intercode/pipelines,,False,True,0.03s,,,,find /workspace -name old2.txt -print0 | xargs -0 ls -tl
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_123_gold1.sh,full_benchmark/intercode/pipelines,,False,True,0.03s,,,,"find /workspace -type f | xargs grep -l ""hello"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_124_gold1.sh,full_benchmark/intercode/pipelines,,False,True,0.03s,,,,"find /workspace -type f -exec md5sum {} + | awk ""{print $2 \"" \"" $1}"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_124_gold2.sh,full_benchmark/intercode/pipelines,,False,True,0.11s,,,,"find /workspace -type f -print0 | xargs -0 md5sum | awk ""{print $2 \"" \"" $1}"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_125_gold1.sh,full_benchmark/intercode/pipelines,,False,True,0.06s,,,,find /workspace -type f -exec md5sum {} + | sort
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_126_gold1.sh,full_benchmark/intercode/pipelines,,False,True,0.08s,,,,"find /workspace -type f -name ""*.*"" | awk -F. ""NF>1 {ext=tolower($NF); if (length(ext) >= 3 && length(ext) <= 6) print ext}"" | sort | uniq -c | wc -l"
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_126_gold2.sh,full_benchmark/intercode/pipelines,,False,True,0.11s,,unsupported options/flags/operands - about find,,"find /workspace -type f -name ""*.*"" | sed -n ""s/.*\\.//p"" | awk ""{print tolower($0)}"" | grep -E ""^[a-z]{3,6}$"" | sort -u | wc -l"
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_127_gold1.sh,full_benchmark/intercode/pipelines,,False,True,0.03s,,,,"find /workspace -type d -print | sed ""s@^@/usr/@"" | xargs mkdir -p"
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_127_gold2.sh,full_benchmark/intercode/pipelines,,False,True,0.06s,,,,find /workspace -type d | cpio -pdm /usr
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_128_gold1.sh,full_benchmark/intercode/pipelines,,False,True,0.06s,,,,"find /workspace -type f -printf ""%T+ %p\\n"" | sort | head -n 1 | awk ""{print $2}"" | xargs ls -l"
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_128_gold2.sh,full_benchmark/intercode/pipelines,need very detailed annotation,False,False,0.03s,,unsupported options/flags/operands - about find,,"find /workspace -type f -exec stat --format ""%Y %n"" {} \; | sort -n | head -n 1 | cut -d"" "" -f2- | xargs ls -l"
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_129_gold1.sh,full_benchmark/intercode/pipelines,need very detailed annotation,False,False,0.04s,,unsupported options/flags/operands - about find,,find /workspace -type d -print0 | xargs -0 du | sort -n | tail -2 | cut -f2 | xargs -I{} du -sh {}
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_129_gold2.sh,full_benchmark/intercode/pipelines,need very detailed annotation,False,False,0.05s,,unsupported options/flags/operands - about find,,find /workspace -type d -print0 | xargs -0 du | sort -n | tail -2
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_130_gold1.sh,full_benchmark/intercode/pipelines,,False,True,0.07s,,,,find /workspace -type f | xargs md5sum | sort | uniq -Dw32
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_130_gold2.sh,full_benchmark/intercode/pipelines,,False,True,0.04s,,,,find /workspace -type f -print0 | xargs -0 md5sum | sort | uniq -w32 -D
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_131_gold1.sh,full_benchmark/intercode/pipelines,,False,True,0.05s,,,,"cat /workspace/files.txt | xargs -I {} dirname ""{}"" | sort -u | xargs -I{} mkdir -p ""{}"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_131_gold2.sh,full_benchmark/intercode/pipelines,,False,True,0.05s,,,,"cat /workspace/files.txt | xargs -I {} dirname {} | sort -u | xargs -I{} mkdir -p ""{}"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_132_gold1.sh,full_benchmark/intercode/pipelines,,False,True,0.06s,,,,"cat /workspace/files.txt | xargs du -b | tail -1 | awk ""{print $1}"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_132_gold2.sh,full_benchmark/intercode/pipelines,,False,True,0.03s,,,,"awk ""{print $0}"" /workspace/files.txt | xargs du -b | awk ""{sum += $1} END {print sum}"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_134_gold1.sh,full_benchmark/intercode/pipelines,,False,True,0.05s,,,,diff /workspace/dir1/long.txt /workspace/dir1/terminate.txt | grep ^[\>\<] | wc -l
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_134_gold2.sh,full_benchmark/intercode/pipelines,,False,True,0.05s,,,,"diff /workspace/dir1/long.txt /workspace/dir1/terminate.txt | grep ""^>"" | wc -l"
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_135_gold1.sh,full_benchmark/intercode/pipelines,,False,True,0.04s,,,,diff -U 0 /workspace/dir1/terminate.txt /workspace/dir1/long.txt | grep -v ^@ | wc -l
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_135_gold2.sh,full_benchmark/intercode/pipelines,,False,True,0.04s,,,,"diff -U 0 /workspace/dir1/terminate.txt /workspace/dir1/long.txt | grep -v ""^@"" | wc -l"
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_136_gold2.sh,full_benchmark/intercode/pipelines,,False,True,0.04s,,,,"grep -v ""^[[:space:]]*$"" /workspace/dir1/a.txt | wc -l"
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_137_gold1.sh,full_benchmark/intercode/pipelines,,False,True,0.02s,,,,cat /workspace/results.txt | xargs -I{} ln -s {} ~/newlinks
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_137_gold2.sh,full_benchmark/intercode/pipelines,,False,True,0.03s,,,,cat /workspace/results.txt | xargs -I {} ln -s {} ~/newlinks
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_13_gold1.sh,full_benchmark/intercode/pipelines,can be improved with FST,False,False,0.07s,,need better support for command: od; need transducer: tr/sed/cut,,"head /testbed/textfile7.txt -c16 | od -tx1 -w16 | head -n1 | cut -d"" "" -f2- | tr -d "" """
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_13_gold2.sh,full_benchmark/intercode/pipelines,,False,True,0.05s,,,,"head -c 16 /testbed/textfile7.txt | od -An -tx1 | tr -d "" \\n"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_141_gold1.sh,full_benchmark/intercode/pipelines,,False,True,0.04s,,,,du -sb /workspace/dir1/sum.c | cut -f1
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_142_gold1.sh,full_benchmark/intercode/pipelines,,False,True,0.05s,,,,rev /workspace/dir1/file.txt | cut -d/ -f1 | rev
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_143_gold1.sh,full_benchmark/intercode/pipelines,,False,True,0.05s,,,,du /workspace -a -h | sort -hr
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_143_gold2.sh,full_benchmark/intercode/pipelines,,False,False,0.05s,,violates our assumption about sort -n usage,,du -ah /workspace | sort -rh
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_144_gold1.sh,full_benchmark/intercode/pipelines,,False,True,0.02s,,,,"df -k /workspace | tail -1 | awk ""{print $5}"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_144_gold2.sh,full_benchmark/intercode/pipelines,,False,True,0.03s,,,,"df -h /workspace | awk ""NR==2 {print $5}"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_145_gold1.sh,full_benchmark/intercode/pipelines,can be improved with FST,False,False,0.06s,,need transducer: tr/sed/cut,,nl /workspace/dir1/long.txt | sort -nr | cut -b8-
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_146_gold1.sh,full_benchmark/intercode/pipelines,,False,True,0.06s,,,,"echo $""workspace/Icon\\r"" | xargs touch"
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_149_gold1.sh,full_benchmark/intercode/pipelines,,False,True,0.02s,,,,"find /workspace -type f -print0 | xargs -0 grep -iH ""hello"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_14_gold1.sh,full_benchmark/intercode/pipelines,,False,True,0.04s,,,,"find /testbed -type f -path ""*FooBar*"" | xargs -i cp -p ""{}"" ."
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_150_gold1.sh,full_benchmark/intercode/pipelines,,False,True,0.03s,,,,"find /workspace -name ""*.gz"" -print0 | xargs -0 gunzip"
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_151_gold1.sh,full_benchmark/intercode/pipelines,,False,True,0.02s,,,,gzip -dc /workspace/archive.tar.gz | tar -xf - -C /backup
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_153_gold1.sh,full_benchmark/intercode/pipelines,,False,True,0.08s,,,,"uname -v | grep -o ""#[0-9]\\+"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_153_gold2.sh,full_benchmark/intercode/pipelines,,False,True,0.03s,,,,"uname -r | awk -F""-"" ""{print $2}"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_156_gold1.sh,full_benchmark/intercode/pipelines,can be improved with FST,False,False,0.15s,,need transducer: tr/sed/cut,,"echo ""http://www.google.com"" | cut -d""/"" -f3"
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_156_gold2.sh,full_benchmark/intercode/pipelines,can be improved with FST,False,False,0.12s,,need transducer: tr/sed/cut,,"echo ""http://www.google.com"" | sed -E ""s|https?://([^/]+).*|\\1|"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_157_gold1.sh,full_benchmark/intercode/pipelines,,False,True,0.26s,,need transducer: tr/sed/cut,,"env | sed ""s/;/\\\\;/g"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_15_gold1.sh,full_benchmark/intercode/pipelines,,False,True,0.03s,,,,"find /testbed -name ""*FooBar*"" -print0 | xargs -0 -I{} cp -R {} /testbed/dir3/subdir1/subsubdir1/tmp"
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_160_gold1.sh,full_benchmark/intercode/pipelines,can be improved with FST,False,False,0.08s,,need transducer: tr/sed/cut,,yes | head -n10 | grep -n . | cut -d: -f1 | paste -sd:
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_162_gold1.sh,full_benchmark/intercode/pipelines,,False,True,0.06s,,,,bind -l | grep p
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_162_gold2.sh,full_benchmark/intercode/pipelines,,False,True,0.02s,,,,"bind -l | egrep ""p"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_163_gold1.sh,full_benchmark/intercode/pipelines,,False,True,0.04s,,,,"dig +short google.com | grep -E ""^[0-9.]+$"" | head -n 1"
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_163_gold2.sh,full_benchmark/intercode/pipelines,,False,True,0.08s,,,,"dig +short google.com | grep -m 1 ""^[0-9]"" | head -n 1"
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_164_gold1.sh,full_benchmark/intercode/pipelines,can be improved with FST,False,False,0.19s,,need transducer: tr/sed/cut,,"echo ""  Hello world;876	  "" | tr -cd "";0-9"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_164_gold2.sh,full_benchmark/intercode/pipelines,can be improved with FST,False,False,0.31s,,need transducer: tr/sed/cut,,"echo ""  Hello world;876     "" | sed ""s/[^0-9;]//g"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_165_gold1.sh,full_benchmark/intercode/pipelines,can be improved with FST,False,False,0.09s,,need transducer: tr/sed/cut,,"echo ""  Hello world!	  "" | sed -e ""s/^[ \\t]*//"" | sed -e ""s/[ \\t]*\$//"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_165_gold2.sh,full_benchmark/intercode/pipelines,can be improved with FST,False,False,0.10s,,need transducer: tr/sed/cut,,"echo -n ""  Hello world!    "" | sed ""s/^[ \\t]*//;s/[ \\t]*\$//"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_166_gold1.sh,full_benchmark/intercode/pipelines,can be improved with FST,False,False,0.14s,,need transducer: rev; need transducer: tr/sed/cut,,echo 987654321 | rev | cut -c 4- | rev
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_166_gold2.sh,full_benchmark/intercode/pipelines,can be improved with FST,False,False,0.06s,,need transducer: tr/sed/cut,,"echo ""987654321"" | sed ""s/...\$//"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_167_gold1.sh,full_benchmark/intercode/pipelines,,False,True,0.05s,,,,"df . | tail -1 | awk ""{print $1}"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_167_gold2.sh,full_benchmark/intercode/pipelines,,False,True,0.02s,,,,"df -P . | awk ""NR==2 {print $1}"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_168_gold1.sh,full_benchmark/intercode/pipelines,,False,True,0.02s,,,,"env | awk -F= ""{if($1 ~ /H/) print $1}"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_168_gold2.sh,full_benchmark/intercode/pipelines,,False,True,0.07s,,unsupported command: awk,,"env | grep ""^[^=]*H[^=]*="" | awk -F= ""{print $1}"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_169_gold1.sh,full_benchmark/intercode/pipelines,can be improved with FST,False,False,0.11s,,need better support for command: who; need transducer: tr/sed/cut,,"who | cut -d"" "" -f1 | sort | uniq"
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_169_gold2.sh,full_benchmark/intercode/pipelines,,False,True,0.08s,,,,"who | awk ""{print $1}"" | sort | uniq"
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_16_gold1.sh,full_benchmark/intercode/pipelines,,False,True,0.03s,,,,"find /testbed -name ""*.c"" -print0 | xargs -0 cat | wc -l"
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_16_gold2.sh,full_benchmark/intercode/pipelines,,False,True,0.03s,,,,"find /testbed -name ""*.c"" -exec wc -l {} + | awk ""{s+=$1} END {print s}"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_171_gold1.sh,full_benchmark/intercode/pipelines,can be improved with current model,False,False,0.05s,,need better support for command: seq,,"seq -s= 100 | tr -d ""[:digit:]"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_172_gold1.sh,full_benchmark/intercode/pipelines,,False,True,0.06s,,,,"who | awk -F"" "" ""{print $1}"" | sort -u | wc -l"
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_172_gold2.sh,full_benchmark/intercode/pipelines,,False,True,0.03s,,,,who | wc -l
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_174_gold1.sh,full_benchmark/intercode/pipelines,can be improved with FST,False,False,0.01s,,need default format of /etc/group; need transducer: tr/sed/cut,,cut -d: -f1 /etc/group | sort
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_174_gold2.sh,full_benchmark/intercode/pipelines,can be improved with FST,False,False,0.01s,,need default format of /etc/group; need transducer: tr/sed/cut,,cut -d: -f1 /etc/group | sort | uniq
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_175_gold1.sh,full_benchmark/intercode/pipelines,,False,True,0.03s,,,,"seq 10 | jq -s ""add"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_176_gold1.sh,full_benchmark/intercode/pipelines,,False,True,0.05s,,,,find /testbed | wc -l
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_176_gold2.sh,full_benchmark/intercode/pipelines,,False,True,0.04s,,,,find /testbed -print | wc -l
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_177_gold1.sh,full_benchmark/intercode/pipelines,,False,True,0.04s,,,,"find testbed -type f -name ""*.py"" | wc -l"
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_177_gold2.sh,full_benchmark/intercode/pipelines,,False,True,0.03s,,,,"find testbed -type f -name ""*.py"" -print | wc -l"
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_17_gold1.sh,full_benchmark/intercode/pipelines,need very detailed annotation,False,False,0.04s,,unsupported options/flags/operands - about find; violates our assumption about xargs cat usage,,"find . -type f -name ""*php"" | xargs cat | wc -l"
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_17_gold2.sh,full_benchmark/intercode/pipelines,,False,True,0.03s,,,,"find . -type f -name ""*.php"" -exec wc -l {} + | awk ""{s=$1} END {print s}"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_181_gold1.sh,full_benchmark/intercode/pipelines,,False,True,0.03s,,,,"du -sh testbed/ | awk ""{print $1}"" >total_size.txt"
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_181_gold2.sh,full_benchmark/intercode/pipelines,,False,True,0.02s,,,,"du -s testbed/ | awk ""{print $1}"" >total_size.txt"
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_183_gold1.sh,full_benchmark/intercode/pipelines,,False,True,0.02s,,,,grep -rl . /testbed/dir2 | xargs wc -l
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_184_gold1.sh,full_benchmark/intercode/pipelines,,False,True,0.08s,,,,find /testbed/dir3 -type f -exec ls -lhS {} + | sort -rh -k5 | head -n 3
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_184_gold2.sh,full_benchmark/intercode/pipelines,,False,True,0.06s,,,,find /testbed/dir3 -type f -exec ls -lhS {} + 2>/dev/null | sort -rh -k5 | head -n 3
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_185_gold1.sh,full_benchmark/intercode/pipelines,,False,True,0.02s,,,,find /testbed -type f -mmin -120 -print0 | xargs -0 tar -czf /testbed/archive.tar.gz
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_185_gold2.sh,full_benchmark/intercode/pipelines,,False,True,0.04s,,,,find /testbed -type f -mmin -120 -print0 | xargs -0 tar -czf /testbed/archive.tar.gz
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_186_gold1.sh,full_benchmark/intercode/pipelines,,False,True,0.21s,,,,ls -d /testbed/*/ | grep -v /subdir1/
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_18_gold1.sh,full_benchmark/intercode/pipelines,need very detailed annotation,False,False,0.03s,,unsupported options/flags/operands - about find; violates our assumption about xargs cat usage,,"find /testbed/ -name ""*.php"" | xargs cat | wc -l"
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/intercode/pipelines/intercode_18_gold2.sh,full_benchmark/intercode/pipelines,need very detailed annotation,False,False,0.03s,,unsupported options/flags/operands - about find; violates our assumption about xargs cat usage,,"find /testbed/ -type f -name ""*.php"" | xargs cat | wc -l"
